,Average Outflow,Average Inflow,Energy Consumption,Ammonia,Biological Oxygen Demand,Chemical Oxygen Demand,Total Nitrogen,Average Temperature,Maximum temperature,Minimum temperature,Atmospheric pressure,Average humidity,Total rainfall,Average visibility,Average wind speed,Maximum wind speed,Year,Month,Day
344,4.392,4.919,263942.0,36.0,370.0,750.0,61.396,13.5,16.0,11.0,0.0,83.0,0.0,10.0,26.5,42.4,2015.0,5.0,19.0
345,3.505,3.748,361360.0,34.0,380.0,760.0,61.396,11.9,18.0,8.8,0.0,81.0,0.0,8.4,21.9,33.5,2015.0,5.0,20.0
346,3.882,4.158,368798.0,27.0,297.5,595.0,53.295,10.3,12.0,8.0,0.0,94.0,0.0,9.0,10.6,18.3,2015.0,5.0,21.0
347,3.653,3.961,334780.0,33.0,382.5,765.0,60.406,10.3,17.0,6.0,0.0,71.0,0.0,0.0,14.8,24.1,2015.0,5.0,24.0
348,3.244,3.697,361330.0,36.0,440.0,975.0,68.0,9.9,16.0,5.0,0.0,72.0,0.0,0.0,20.2,27.8,2015.0,5.0,25.0
349,3.38,3.786,378301.0,31.0,410.0,820.0,61.396,12.3,15.0,9.5,0.0,65.0,0.0,0.0,27.4,44.6,2015.0,5.0,26.0
350,3.558,3.979,324196.0,28.0,350.0,700.0,59.603,13.7,17.0,11.9,0.0,74.0,0.0,10.0,35.7,42.4,2015.0,5.0,27.0
351,3.815,4.688,307174.0,31.0,368.0,736.0,60.563,13.4,19.0,6.0,0.0,64.0,0.0,10.0,22.8,35.2,2015.0,5.0,28.0
352,3.865,3.716,246106.0,40.0,460.0,710.0,61.608,8.3,16.0,3.0,0.0,50.0,0.0,9.8,21.3,35.2,2015.0,5.0,31.0
353,2.958,3.652,267978.0,34.0,320.0,640.0,59.948,7.2,10.0,5.0,0.0,78.0,0.0,10.0,18.0,27.8,2015.0,6.0,1.0
354,3.699,3.979,266112.0,37.0,405.0,810.0,61.033,8.1,10.0,6.0,0.0,92.0,0.0,9.5,9.8,20.6,2015.0,6.0,2.0
355,3.483,3.633,295506.0,38.0,365.0,730.0,60.563,7.6,11.0,4.0,0.0,77.0,0.0,10.0,13.0,37.0,2015.0,6.0,3.0
356,2.989,3.54,303551.0,37.0,407.5,815.0,60.758,7.6,10.0,6.7,0.0,50.0,0.0,10.0,33.5,42.4,2015.0,6.0,4.0
357,3.651,3.837,285824.0,31.0,395.0,790.0,61.866,10.7,13.0,8.8,0.0,76.0,0.0,9.8,17.4,27.8,2015.0,6.0,5.0
358,3.453,4.079,275973.0,35.0,320.0,890.0,62.0,13.7,17.0,5.0,0.0,66.0,0.0,9.3,28.7,40.7,2015.0,6.0,8.0
359,3.096,3.286,313947.0,32.0,345.0,690.0,60.406,8.6,13.0,5.0,0.0,73.0,0.0,10.0,18.1,31.7,2015.0,6.0,9.0
360,3.068,3.367,294143.0,32.0,420.0,840.0,62.257,8.8,11.2,3.0,0.0,72.0,0.0,10.0,13.0,24.1,2015.0,6.0,10.0
361,2.971,3.194,312226.0,37.0,480.5,961.0,63.643,7.5,13.0,3.0,0.0,52.0,0.0,9.8,7.6,14.8,2015.0,6.0,11.0
362,2.96,3.452,307405.0,38.0,383.5,767.0,60.406,10.8,17.0,6.0,0.0,78.0,0.0,10.0,8.9,16.5,2015.0,6.0,14.0
363,2.967,3.434,266534.0,42.0,750.0,1500.0,68.183,12.6,17.0,10.0,0.0,50.0,0.0,7.2,5.0,20.6,2015.0,6.0,15.0
364,2.944,3.304,286756.0,40.0,440.0,920.0,63.155,12.7,15.2,11.0,0.0,56.0,0.0,10.0,8.3,22.2,2015.0,6.0,16.0
365,2.987,4.158,290286.0,40.0,450.0,900.0,63.201,11.8,14.0,9.8,0.0,56.0,0.0,9.8,14.4,25.9,2015.0,6.0,17.0
366,3.0,3.218,271786.0,34.0,456.0,912.0,62.895,8.7,11.3,5.0,0.0,54.0,0.0,10.0,15.9,29.4,2015.0,6.0,18.0
367,3.011,3.581,256123.0,38.0,562.5,1125.0,68.183,7.3,12.0,3.0,0.0,66.0,0.0,10.0,26.1,51.9,2015.0,6.0,21.0
368,3.022,3.512,264775.0,39.0,370.0,800.0,60.885,10.4,12.0,5.0,0.0,66.0,0.0,10.0,38.7,51.9,2015.0,6.0,22.0
369,3.26,3.471,329228.0,49.0,370.0,840.0,63.312,13.2,17.0,8.9,0.0,65.0,0.0,10.0,31.9,46.5,2015.0,6.0,23.0
370,3.023,3.18,235591.0,42.0,760.0,875.0,60.0,11.1,16.0,7.9,0.0,77.0,0.0,9.8,15.2,22.2,2015.0,6.0,24.0
371,3.022,3.105,255570.0,45.0,450.0,900.0,63.729,11.4,13.0,10.0,0.0,74.0,0.0,10.0,13.1,27.8,2015.0,6.0,25.0
372,3.013,3.188,272990.0,46.0,371.0,742.0,61.256,9.9,14.0,5.0,0.0,77.0,0.0,10.0,8.5,16.5,2015.0,6.0,28.0
373,3.024,3.138,266714.0,41.0,485.0,970.0,63.643,7.8,13.0,3.5,0.0,51.0,0.0,9.8,8.5,14.8,2015.0,6.0,29.0
374,3.019,3.154,277412.0,36.0,521.0,1042.0,64.12,9.8,12.4,5.0,0.0,70.0,0.0,10.0,9.8,15.3,2015.0,6.0,30.0
375,2.992,3.252,267615.0,35.0,437.5,875.0,63.84,11.1,14.0,9.0,0.0,59.0,0.0,9.5,22.2,33.5,2015.0,7.0,1.0
376,2.849,3.27,262835.0,33.0,360.0,730.0,61.19,7.3,11.1,3.0,0.0,70.0,0.0,10.0,18.1,40.7,2015.0,7.0,2.0
377,3.048,3.223,230251.0,44.0,515.0,1030.0,64.953,9.9,15.0,7.0,0.0,60.0,0.0,9.5,33.7,44.6,2015.0,7.0,5.0
378,2.961,3.204,228277.0,34.0,494.0,988.0,64.953,8.3,11.0,7.0,0.0,80.0,0.0,1.0,26.5,35.2,2015.0,7.0,6.0
379,2.653,3.292,268192.0,42.0,526.5,1053.0,63.643,8.1,14.0,2.0,0.0,83.0,0.0,10.0,12.0,22.2,2015.0,7.0,7.0
380,3.026,3.228,255014.0,42.0,370.0,884.0,66.0,10.7,14.0,8.7,0.0,71.0,0.0,10.0,17.2,25.9,2015.0,7.0,8.0
381,3.03,3.345,320720.0,37.0,490.0,980.0,63.643,9.7,12.0,6.0,0.0,71.0,0.0,10.0,22.6,35.2,2015.0,7.0,9.0
382,3.037,3.356,186893.0,25.0,340.0,680.0,59.396,9.0,11.0,6.0,0.0,92.0,0.0,5.0,28.0,38.9,2015.0,7.0,12.0
383,2.901,4.444,258631.0,20.0,250.0,500.0,53.152,8.7,12.0,6.8,0.0,77.0,0.0,10.0,24.6,33.5,2015.0,7.0,13.0
384,3.399,3.456,345185.0,31.0,200.0,593.0,54.531,5.9,9.0,3.0,0.0,81.0,0.0,10.0,20.0,50.0,2015.0,7.0,14.0
385,3.029,3.46,350890.0,37.0,327.0,654.0,60.406,7.4,9.0,5.0,0.0,82.0,0.0,10.0,9.8,20.6,2015.0,7.0,15.0
386,3.274,3.356,295550.0,38.0,395.0,790.0,61.033,8.4,12.0,6.0,0.0,79.0,0.0,9.7,21.1,29.4,2015.0,7.0,16.0
387,3.006,3.245,266787.0,30.0,440.0,880.0,60.852,5.2,13.0,-1.0,0.0,75.0,0.0,10.0,10.0,20.6,2015.0,7.0,19.0
388,3.607,3.818,208687.0,36.0,450.0,960.0,58.0,9.8,14.0,5.0,0.0,61.0,0.0,10.0,27.0,48.2,2015.0,7.0,20.0
389,3.008,3.381,256514.0,41.0,497.5,995.0,64.953,12.7,15.2,11.0,0.0,67.0,0.0,9.5,39.6,55.4,2015.0,7.0,21.0
390,3.007,3.36,264696.0,48.0,480.0,960.0,64.12,9.8,15.3,6.0,0.0,74.0,0.0,1.0,18.9,31.7,2015.0,7.0,22.0
391,3.108,3.437,279179.0,37.0,489.0,978.0,64.953,10.4,14.0,7.0,0.0,81.0,0.0,1.0,22.8,33.5,2015.0,7.0,23.0
392,3.155,3.242,288225.0,30.0,300.0,760.0,61.19,6.6,11.0,4.0,0.0,67.0,0.0,10.0,27.8,61.1,2015.0,7.0,26.0
393,3.403,3.741,301315.0,36.0,415.0,830.0,63.091,8.9,13.0,6.9,0.0,73.0,0.0,10.0,20.6,31.7,2015.0,7.0,27.0
394,2.998,3.713,306927.0,26.0,590.0,1180.0,68.183,9.9,14.0,5.8,0.0,74.0,0.0,1.0,13.9,22.2,2015.0,7.0,28.0
395,3.449,3.809,264852.0,26.0,488.5,977.0,64.953,9.3,13.0,7.0,0.0,67.0,0.0,1.0,28.9,55.4,2015.0,7.0,29.0
396,3.318,3.722,267722.0,40.0,495.0,990.0,64.12,7.8,11.0,4.0,0.0,73.0,0.0,1.0,32.0,64.8,2015.0,7.0,30.0
397,3.23,3.667,334956.0,41.0,425.0,850.0,62.479,10.1,14.0,6.0,0.0,62.0,0.0,9.8,27.4,38.9,2015.0,8.0,2.0
398,2.995,3.686,330269.0,32.0,340.0,1050.0,51.0,5.6,10.0,2.0,0.0,67.0,0.0,10.0,20.0,37.0,2015.0,8.0,3.0
399,3.575,3.621,328755.0,36.0,450.0,900.0,62.367,8.6,10.0,6.0,0.0,66.0,0.0,9.8,22.0,31.7,2015.0,8.0,4.0
400,2.984,3.577,341811.0,29.0,554.0,1108.0,68.183,7.4,11.0,4.0,0.0,76.0,0.0,9.8,23.9,40.7,2015.0,8.0,5.0
401,3.447,3.664,305398.0,28.0,400.0,800.0,58.612,9.3,13.0,6.0,0.0,85.0,0.0,10.0,17.2,31.7,2015.0,8.0,6.0
402,3.274,3.67,314875.0,42.0,440.0,880.0,63.248,9.5,12.0,7.8,0.0,72.0,0.0,10.0,31.9,57.6,2015.0,8.0,9.0
403,2.992,3.527,306061.0,45.0,460.0,920.0,62.524,9.8,15.0,6.0,0.0,69.0,0.0,10.0,27.2,53.5,2015.0,8.0,10.0
404,3.067,3.451,313726.0,27.0,360.0,952.0,63.312,10.9,14.0,7.0,0.0,57.0,0.0,10.0,31.1,48.2,2015.0,8.0,11.0
405,2.98,3.363,307656.0,23.0,500.0,1000.0,64.477,8.9,12.0,7.0,0.0,81.0,0.0,10.0,16.7,24.1,2015.0,8.0,12.0
406,2.979,3.342,297035.0,34.0,460.0,920.0,63.201,10.5,12.0,8.0,0.0,65.0,0.0,10.0,16.7,25.9,2015.0,8.0,13.0
407,4.322,4.798,315056.0,47.0,415.0,830.0,63.312,11.3,15.0,8.0,0.0,67.0,0.0,9.3,21.7,35.2,2015.0,8.0,16.0
408,3.305,3.744,363624.0,45.0,450.0,900.0,62.524,6.6,11.0,4.0,0.0,77.0,0.0,10.0,18.7,33.5,2015.0,8.0,17.0
409,3.215,3.779,335108.0,43.0,412.5,825.0,60.757,7.8,10.0,5.6,0.0,78.0,0.0,10.0,6.3,16.5,2015.0,8.0,18.0
410,2.924,3.764,317375.0,42.0,470.0,840.0,61.0,8.8,13.0,4.7,0.0,64.0,0.0,10.0,16.1,44.6,2015.0,8.0,19.0
411,3.098,3.658,338254.0,44.0,470.0,940.0,64.477,13.0,16.0,11.0,0.0,55.0,0.0,0.0,39.3,51.9,2015.0,8.0,20.0
412,3.261,3.536,324078.0,45.0,410.0,820.0,61.463,10.9,16.0,7.0,0.0,74.0,0.0,10.0,15.2,22.2,2015.0,8.0,23.0
413,3.056,2.88,342521.0,44.0,415.0,830.0,63.248,10.3,12.0,9.0,0.0,73.0,0.0,10.0,28.0,37.0,2015.0,8.0,24.0
414,2.702,3.948,291742.0,47.0,438.0,876.0,63.091,9.9,13.0,7.0,0.0,76.0,0.0,9.8,17.4,31.7,2015.0,8.0,25.0
415,3.454,3.39,310756.0,46.0,503.5,1007.0,64.477,11.1,15.0,8.6,0.0,72.0,0.0,9.8,7.4,13.0,2015.0,8.0,26.0
416,3.289,3.545,225561.0,42.0,310.0,735.0,61.198,9.4,11.2,6.6,0.0,92.0,0.0,9.3,17.2,29.4,2015.0,8.0,27.0
417,2.994,3.475,258161.0,41.0,380.0,760.0,60.728,8.7,11.0,6.5,0.0,78.0,0.0,10.0,13.7,22.2,2015.0,8.0,30.0
418,2.997,3.303,247673.0,36.0,425.0,850.0,62.83,8.4,13.0,1.8,0.0,68.0,0.0,10.0,11.7,20.6,2015.0,8.0,31.0
419,3.091,3.322,271978.0,40.0,492.5,985.0,64.477,11.2,16.0,9.0,0.0,59.0,0.0,10.0,22.2,37.0,2015.0,9.0,1.0
420,2.954,3.449,283458.0,37.0,330.0,880.0,60.0,12.3,18.0,9.0,0.0,73.0,0.0,10.0,15.4,37.0,2015.0,9.0,2.0
421,3.033,3.306,298037.0,51.0,500.0,1000.0,63.643,9.4,13.1,4.0,0.0,79.0,0.0,10.0,17.8,35.2,2015.0,9.0,3.0
422,3.01,3.31,296488.0,50.0,417.0,834.0,63.312,10.8,15.0,8.0,0.0,66.0,0.0,9.8,29.3,50.0,2015.0,9.0,6.0
423,3.025,3.28,255120.0,43.0,435.0,870.0,63.293,9.4,12.0,8.0,0.0,71.0,0.0,9.5,22.6,40.7,2015.0,9.0,7.0
424,3.012,3.247,263866.0,48.0,340.0,780.0,61.632,10.3,13.0,9.0,0.0,77.0,0.0,8.9,17.0,31.7,2015.0,9.0,8.0
425,1.868,3.394,299105.0,48.0,455.0,910.0,63.201,10.9,14.0,8.0,0.0,74.0,0.0,10.0,14.4,31.7,2015.0,9.0,9.0
426,3.491,3.356,284981.0,45.0,470.0,940.0,64.12,9.3,16.0,4.0,0.0,77.0,0.0,10.0,13.5,29.4,2015.0,9.0,10.0
427,2.934,3.38,246534.0,36.0,413.0,826.0,62.218,18.8,24.0,15.0,0.0,49.0,0.0,0.0,32.4,48.2,2015.0,9.0,13.0
428,3.136,3.385,296682.0,30.0,380.0,769.0,52.0,18.0,25.7,9.9,0.0,55.0,0.0,9.0,27.8,48.2,2015.0,9.0,14.0
429,2.99,3.261,288903.0,29.0,313.5,627.0,58.136,10.6,16.0,6.0,0.0,69.0,0.0,10.0,18.5,35.2,2015.0,9.0,15.0
430,4.36,5.105,304905.0,33.0,380.0,760.0,61.339,10.6,15.0,7.0,0.0,77.0,0.0,9.8,11.7,27.8,2015.0,9.0,16.0
431,5.116,6.025,289703.0,26.0,313.5,627.0,57.178,10.9,14.0,8.8,0.0,78.0,0.0,9.7,14.3,27.8,2015.0,9.0,17.0
432,5.381,5.589,286984.0,36.0,350.0,747.0,62.218,16.8,22.0,13.0,0.0,55.0,0.0,10.0,26.9,42.4,2015.0,9.0,20.0
433,3.229,3.711,248065.0,37.0,494.0,988.0,64.12,10.1,17.1,5.9,0.0,69.0,0.0,10.0,22.2,37.0,2015.0,9.0,21.0
434,3.659,3.554,244697.0,49.0,426.0,852.0,63.006,8.1,12.0,4.9,0.0,64.0,0.0,10.0,23.0,42.4,2015.0,9.0,22.0
435,3.003,3.592,228784.0,54.0,661.0,1322.0,68.183,8.6,12.6,4.0,0.0,62.0,0.0,10.0,18.5,31.7,2015.0,9.0,23.0
436,3.257,3.476,236778.0,51.0,449.0,898.0,62.895,9.1,15.0,1.9,0.0,74.0,0.0,10.0,15.4,27.8,2015.0,9.0,24.0
437,3.3,3.735,230818.0,38.0,442.5,885.0,63.097,13.3,21.0,5.0,0.0,53.0,0.0,10.0,13.7,33.5,2015.0,9.0,27.0
438,3.289,3.578,208883.0,45.0,514.0,1028.0,64.12,13.3,22.0,6.0,0.0,56.0,0.0,10.0,13.9,22.2,2015.0,9.0,28.0
439,3.033,3.472,236426.0,48.0,458.5,917.0,63.774,12.3,17.0,9.8,0.0,67.0,0.0,10.0,14.4,27.8,2015.0,9.0,29.0
440,2.978,3.435,277242.0,54.0,570.0,1193.0,86.0,10.0,17.0,4.0,0.0,66.0,0.0,10.0,17.6,25.9,2015.0,9.0,30.0
441,3.124,3.376,201316.0,41.0,449.5,899.0,63.931,21.6,28.0,17.0,0.0,33.0,0.0,0.0,31.3,51.9,2015.0,10.0,2.0
442,2.969,3.296,238051.0,39.0,479.0,958.0,64.953,18.5,28.0,11.0,0.0,53.0,0.0,0.0,13.3,27.8,2015.0,10.0,4.0
443,2.959,3.336,223142.0,40.0,434.0,868.0,64.849,26.4,34.1,19.0,0.0,23.0,0.0,0.0,33.5,48.2,2015.0,10.0,5.0
444,3.181,3.61,275130.0,43.0,442.0,884.0,64.367,19.2,35.0,9.0,0.0,35.0,0.0,10.0,30.6,64.8,2015.0,10.0,6.0
445,2.979,3.479,303446.0,45.0,454.0,908.0,63.403,11.5,16.0,8.0,0.0,60.0,0.0,10.0,20.7,33.5,2015.0,10.0,7.0
446,2.998,3.712,285342.0,46.0,560.0,996.0,64.477,15.4,25.0,9.0,0.0,62.0,0.0,0.0,12.8,33.5,2015.0,10.0,8.0
447,3.369,3.546,280161.0,39.0,439.5,879.0,63.091,15.3,26.0,10.0,0.0,79.0,0.0,7.4,18.0,31.7,2015.0,10.0,11.0
448,2.974,3.365,239798.0,39.0,418.0,836.0,62.303,11.3,15.0,5.0,0.0,71.0,0.0,10.0,17.6,29.4,2015.0,10.0,12.0
449,2.953,3.418,277537.0,35.0,342.0,684.0,61.24,13.4,21.0,7.0,0.0,71.0,0.0,10.0,12.6,29.4,2015.0,10.0,13.0
450,2.964,3.272,302267.0,44.0,430.0,582.0,68.0,22.0,28.0,17.0,0.0,46.0,0.0,10.0,23.3,38.9,2015.0,10.0,14.0
451,2.979,3.551,293161.0,42.0,254.0,508.0,58.616,24.4,34.0,16.0,0.0,25.0,0.0,0.0,19.3,44.6,2015.0,10.0,15.0
452,2.963,3.463,271285.0,37.0,415.0,830.0,62.322,12.4,19.0,6.0,0.0,66.0,0.0,0.0,13.1,22.2,2015.0,10.0,18.0
453,4.107,4.156,239881.0,35.0,427.5,855.0,63.729,19.4,28.0,10.0,0.0,36.0,0.0,0.0,17.4,31.7,2015.0,10.0,19.0
454,2.99,3.394,264259.0,48.0,420.0,865.0,64.849,23.2,32.0,15.0,0.0,47.0,0.0,9.5,18.3,35.2,2015.0,10.0,20.0
455,2.927,3.297,262920.0,34.0,470.0,940.0,64.953,12.4,18.0,10.0,0.0,79.0,0.0,9.8,22.8,33.5,2015.0,10.0,21.0
456,2.834,3.001,290372.0,40.0,450.0,900.0,63.886,12.1,16.0,10.0,0.0,73.0,0.0,9.7,21.9,33.5,2015.0,10.0,22.0
457,2.855,2.95,271698.0,36.0,400.0,800.0,63.227,22.0,32.0,13.0,0.0,35.0,0.0,9.7,29.8,53.5,2015.0,10.0,25.0
458,2.129,2.891,265113.0,48.0,380.0,1115.0,70.0,11.9,16.0,9.0,0.0,70.0,0.0,10.0,26.9,40.7,2015.0,10.0,26.0
459,2.488,2.748,237002.0,48.0,470.0,940.0,64.953,15.7,23.0,8.0,0.0,47.0,0.0,10.0,18.9,44.6,2015.0,10.0,27.0
460,2.544,3.127,261331.0,48.0,645.0,1290.0,68.183,17.8,26.0,10.0,0.0,49.0,0.0,6.3,16.1,33.5,2015.0,10.0,28.0
461,3.355,3.706,268448.0,48.0,485.0,970.0,64.953,19.2,26.0,10.7,0.0,43.0,0.0,0.0,13.7,31.7,2015.0,10.0,29.0
462,3.412,3.319,248447.0,50.0,380.0,760.0,62.374,17.1,26.0,13.0,0.0,76.0,0.0,9.5,15.9,38.9,2015.0,11.0,1.0
463,2.898,3.221,267357.0,50.0,380.0,845.0,63.136,14.1,18.0,9.0,0.0,68.0,0.0,10.0,12.6,20.6,2015.0,11.0,3.0
464,2.889,3.279,278282.0,53.0,495.0,990.0,64.477,20.5,27.0,16.8,0.0,72.0,0.0,7.7,15.6,29.4,2015.0,11.0,4.0
465,2.897,3.364,244110.0,33.0,360.0,720.0,62.023,18.7,24.0,15.0,0.0,82.0,0.0,10.0,14.6,63.0,2015.0,11.0,5.0
466,3.36,3.641,303666.0,37.0,325.0,650.0,61.591,19.3,26.0,13.0,0.0,34.0,0.0,0.0,16.3,35.2,2015.0,11.0,8.0
467,3.065,3.574,300547.0,49.0,430.5,861.0,64.321,22.8,34.0,14.0,0.0,41.0,0.0,9.2,18.1,33.5,2015.0,11.0,9.0
468,3.152,3.459,277916.0,50.0,552.5,1105.0,68.183,12.3,15.0,10.8,0.0,79.0,0.0,9.8,18.0,29.4,2015.0,11.0,10.0
469,3.076,3.451,291609.0,50.0,580.0,1110.0,92.0,14.8,18.0,12.0,0.0,50.0,0.0,9.7,9.4,14.8,2015.0,11.0,11.0
470,2.887,3.337,301484.0,50.0,530.0,1060.0,64.477,16.5,23.0,12.0,0.0,75.0,0.0,10.0,16.7,27.8,2015.0,11.0,12.0
471,3.22,3.508,238098.0,43.0,437.5,875.0,63.136,14.9,22.0,10.8,0.0,71.0,0.0,10.0,16.5,25.9,2015.0,11.0,15.0
472,3.276,3.663,253699.0,42.0,405.0,810.0,61.942,21.3,27.0,14.0,0.0,45.0,0.0,0.0,20.2,44.6,2015.0,11.0,16.0
473,2.992,3.551,258243.0,47.0,487.5,975.0,65.717,19.4,33.0,10.0,0.0,42.0,0.0,9.8,17.6,44.6,2015.0,11.0,17.0
474,2.993,3.442,277745.0,47.0,530.0,1060.0,64.477,25.1,29.0,20.0,0.0,34.0,0.0,10.0,15.9,35.2,2015.0,11.0,18.0
475,3.123,3.859,262671.0,50.0,380.0,945.0,64.367,20.1,33.0,14.0,0.0,64.0,0.0,9.8,16.7,44.6,2015.0,11.0,19.0
476,3.189,3.419,272561.0,50.0,420.0,840.0,63.201,15.3,21.0,12.0,0.0,61.0,0.0,10.0,15.0,27.8,2015.0,11.0,22.0
477,3.173,3.384,305234.0,50.0,450.0,900.0,63.201,15.4,21.0,9.8,0.0,63.0,0.0,10.0,15.4,29.4,2015.0,11.0,23.0
478,3.902,4.112,265673.0,41.0,585.0,1170.0,68.183,18.3,27.0,11.0,0.0,50.0,0.0,10.0,16.3,42.4,2015.0,11.0,24.0
479,3.403,3.796,267475.0,42.0,450.0,1030.0,72.0,23.4,34.0,8.0,0.0,26.0,0.0,10.0,40.2,68.3,2015.0,11.0,25.0
480,3.203,3.431,275814.0,46.0,545.0,1090.0,68.183,11.3,17.0,5.0,0.0,47.0,0.0,10.0,25.9,48.2,2015.0,11.0,26.0
481,3.444,3.638,271563.0,44.0,417.5,835.0,63.358,14.5,25.0,8.5,0.0,64.0,0.0,10.0,16.7,35.2,2015.0,11.0,29.0
482,1.927,3.398,280864.0,50.0,370.0,1100.0,67.264,21.4,32.0,13.0,0.0,44.0,0.0,10.0,23.9,51.9,2015.0,11.0,30.0
483,3.462,3.402,276888.0,50.0,370.0,920.0,63.312,14.1,23.0,7.0,0.0,45.0,0.0,10.0,23.5,46.5,2015.0,12.0,1.0
484,3.013,3.282,269369.0,50.0,370.0,870.0,63.84,12.9,18.0,8.0,0.0,54.0,0.0,10.0,18.3,33.5,2015.0,12.0,2.0
485,3.021,3.204,279465.0,50.0,490.0,840.0,64.477,15.6,27.0,9.0,0.0,65.0,0.0,10.0,12.4,27.8,2015.0,12.0,3.0
486,3.43,3.647,167532.0,40.0,360.0,760.0,62.019,21.8,29.3,17.0,0.0,64.0,0.0,10.0,14.1,24.1,2015.0,12.0,6.0
487,3.027,3.265,231881.0,50.0,340.0,920.0,78.0,23.4,27.0,20.0,0.0,64.0,0.0,10.0,17.6,42.4,2015.0,12.0,7.0
488,2.997,3.392,257198.0,50.0,380.0,900.0,64.367,21.9,36.0,13.0,0.0,53.0,0.0,10.0,25.0,48.2,2015.0,12.0,8.0
489,3.587,4.109,279211.0,48.0,570.0,940.0,64.477,17.7,27.0,10.6,0.0,59.0,0.0,10.0,16.1,33.5,2015.0,12.0,9.0
490,3.213,2.942,223469.0,44.0,520.0,860.0,64.953,18.2,26.0,11.0,0.0,49.0,0.0,10.0,18.0,29.4,2015.0,12.0,10.0
491,3.56,4.035,248592.0,47.0,280.0,760.0,61.827,19.4,29.0,10.6,0.0,34.0,0.0,0.0,15.4,29.4,2015.0,12.0,13.0
492,3.305,3.819,261120.0,46.0,420.0,990.0,63.201,20.8,27.0,16.0,0.0,60.0,0.0,7.6,15.7,25.9,2015.0,12.0,15.0
493,3.672,3.851,253265.0,45.0,660.0,900.0,64.477,22.5,29.0,15.0,0.0,57.0,0.0,0.0,22.4,46.5,2015.0,12.0,16.0
494,3.021,3.387,274939.0,44.0,320.0,940.0,64.367,28.6,36.2,19.8,0.0,26.0,0.0,0.0,20.9,44.6,2015.0,12.0,17.0
495,3.106,3.598,207493.0,50.0,360.0,790.0,62.569,20.9,0.0,13.0,0.0,55.0,0.0,10.0,20.4,50.0,2015.0,12.0,20.0
496,3.663,3.768,190031.0,35.0,380.0,760.0,66.0,15.6,20.0,11.0,0.0,56.0,0.0,10.0,22.4,35.2,2015.0,12.0,21.0
497,3.622,3.77,208327.0,49.0,340.0,900.0,63.729,19.0,25.0,14.0,0.0,61.0,0.0,10.0,14.4,24.1,2015.0,12.0,22.0
498,3.8,3.85,230542.0,48.0,450.0,1000.0,63.886,22.1,29.0,14.7,0.0,59.0,0.0,10.0,17.4,33.5,2015.0,12.0,23.0
499,3.053,3.404,185676.0,48.0,422.98,845.96,64.894,26.2,35.0,12.0,0.0,29.0,0.0,6.6,35.4,53.5,2015.0,12.0,25.0
500,3.485,3.627,189064.0,44.0,280.0,660.0,61.834,16.7,22.0,11.0,0.0,62.0,0.0,10.0,14.8,25.9,2015.0,12.0,28.0
501,3.048,3.463,175314.0,37.0,320.0,690.0,61.668,18.8,27.0,12.0,0.0,60.0,0.0,0.0,14.4,27.8,2015.0,12.0,29.0
502,3.103,3.297,174974.0,35.0,360.0,860.0,64.738,29.4,35.0,23.0,0.0,19.0,0.0,0.0,19.1,31.7,2015.0,12.0,30.0
503,3.095,3.273,204968.0,50.0,422.98,845.96,64.366,20.5,28.0,16.0,0.0,61.0,0.0,10.0,19.1,27.8,2016.0,1.0,1.0
504,3.086,3.272,175665.0,54.0,280.0,730.0,61.844,20.1,27.0,14.0,0.0,62.0,0.0,10.0,14.8,31.7,2016.0,1.0,3.0
505,3.071,3.266,187587.0,51.0,320.0,800.0,61.962,19.1,24.0,14.0,0.0,66.0,0.0,10.0,11.3,22.2,2016.0,1.0,4.0
506,3.069,3.217,179315.0,49.0,340.0,840.0,57.0,20.4,25.0,16.0,0.0,66.0,0.0,10.0,11.7,29.4,2016.0,1.0,5.0
507,3.085,3.547,183456.0,43.0,630.0,970.0,65.59,19.8,25.0,15.0,0.0,70.0,0.0,10.0,22.6,40.7,2016.0,1.0,6.0
508,2.537,3.377,203716.0,50.0,570.0,910.0,65.59,17.9,23.0,13.9,0.0,61.0,0.0,10.0,25.0,35.2,2016.0,1.0,7.0
509,3.653,3.562,211567.0,44.0,280.0,700.0,63.364,24.6,34.0,17.0,0.0,36.0,0.0,0.0,14.4,25.9,2016.0,1.0,10.0
510,3.785,3.709,229446.0,49.0,320.0,970.0,65.531,23.1,37.0,15.0,0.0,51.0,0.0,10.0,16.1,57.6,2016.0,1.0,11.0
511,2.745,3.434,231955.0,46.0,360.0,880.0,65.531,21.7,36.0,15.0,0.0,60.0,0.0,10.0,13.7,35.2,2016.0,1.0,12.0
512,3.458,3.215,269373.0,43.0,360.0,870.0,65.004,28.9,43.0,16.9,0.0,32.0,0.0,10.0,28.0,48.2,2016.0,1.0,13.0
513,3.354,3.585,252342.0,43.0,550.0,1000.0,65.114,14.3,18.0,12.0,0.0,61.0,0.0,10.0,23.0,38.9,2016.0,1.0,14.0
514,3.46,3.933,242024.0,46.0,320.0,760.0,63.521,26.7,32.0,21.0,0.0,23.0,0.0,0.0,24.3,42.4,2016.0,1.0,17.0
515,3.274,3.641,216526.0,36.0,370.0,900.0,65.531,23.9,36.3,13.0,0.0,31.0,0.0,10.0,16.1,38.9,2016.0,1.0,18.0
